date,year,month,day,centroid_lat,centroid_lon,elev_m,tmin_c,tmax_c,etr_mm,eto_mm,prcp_mm,srad_wm2,u2_ms,ea_kpa,nld_ppt_d,prcp_hr_00,prcp_hr_01,prcp_hr_02,prcp_hr_03,prcp_hr_04,prcp_hr_05,prcp_hr_06,prcp_hr_07,prcp_hr_08,prcp_hr_09,prcp_hr_10,prcp_hr_11,prcp_hr_12,prcp_hr_13,prcp_hr_14,prcp_hr_15,prcp_hr_16,prcp_hr_17,prcp_hr_18,prcp_hr_19,prcp_hr_20,prcp_hr_21,prcp_hr_22,prcp_hr_23,etr_mm_uncorr,eto_mm_uncorr
1987-01-01,1987,1,1,46.108,-111.933,1416.68,-13.949982,1.1499939,1.4920816,0.9210866,0.0,64.0,4.3,0.25167561425825824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,0.8
1987-01-02,1987,1,2,46.108,-111.933,1416.68,-7.75,4.950012,2.0659592,1.2664942,0.0,67.9,4.4,0.32034222529044915,0.1618,0.0,0.1292,0.0,0.0,0.0,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000001,1.1
1987-01-03,1987,1,3,46.108,-111.933,1416.68,-10.049988,4.25,2.0659592,1.2664942,0.0,64.4,4.9,0.3052391298384511,0.09280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0776,0.0,1.8000001,1.1
1987-01-04,1987,1,4,46.108,-111.933,1416.68,-4.850006,6.850006,1.6068571,0.9210866,0.3,62.2,2.4,0.37936215149314634,0.25279999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128,0.0,0.0,0.0,0.0,1.4,0.8
1987-01-05,1987,1,5,46.108,-111.933,1416.68,-7.75,4.25,1.4920816,0.80595076,0.0,66.6,2.7,0.3230880114807675,0.2488,0.2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,1.3000001,0.7
1987-01-06,1987,1,6,46.108,-111.933,1416.68,-10.25,1.9500122,0.918204,0.4605433,0.0,72.200005,1.6,0.2654122613494718,0.023700000000000002,0.0,0.0,0.0088,0.0,0.0071,0.0046,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4
1987-01-07,1987,1,7,46.108,-111.933,1416.68,-12.449982,0.6499939,1.147755,0.690815,0.0,74.4,2.2,0.21732667504981026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
1987-01-08,1987,1,8,46.108,-111.933,1416.68,-15.25,-0.8500061,1.3773061,0.80595076,0.0,76.3,3.1000001,0.18984001838221598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7
1987-01-09,1987,1,9,46.108,-111.933,1416.68,-16.850006,-1.25,1.3773061,0.80595076,0.0,76.0,3.8,0.18984001838221598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7
1987-01-10,1987,1,10,46.108,-111.933,1416.68,-15.75,0.1499939,1.3773061,0.80595076,0.0,74.3,3.4,0.2077071117558085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7
