date,year,month,day,centroid_lat,centroid_lon,elev_m,tmin_c,tmax_c,etr_mm,eto_mm,prcp_mm,srad_wm2,u2_ms,ea_kpa,nld_ppt_d,prcp_hr_00,prcp_hr_01,prcp_hr_02,prcp_hr_03,prcp_hr_04,prcp_hr_05,prcp_hr_06,prcp_hr_07,prcp_hr_08,prcp_hr_09,prcp_hr_10,prcp_hr_11,prcp_hr_12,prcp_hr_13,prcp_hr_14,prcp_hr_15,prcp_hr_16,prcp_hr_17,prcp_hr_18,prcp_hr_19,prcp_hr_20,prcp_hr_21,prcp_hr_22,prcp_hr_23,etr_mm_uncorr,eto_mm_uncorr
1987-01-01,1987,1,1,46.067,-111.933,1485.52,-14.049988,0.5500183,1.3928137,0.81501216,0.0,64.4,4.3,0.24823293244861988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7
1987-01-02,1987,1,2,46.067,-111.933,1485.52,-7.850006,4.350006,2.0892205,1.1643031,0.0,68.1,4.3,0.3163327739197259,0.1618,0.0,0.1292,0.0,0.0,0.0,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000001,1.0
1987-01-03,1987,1,3,46.067,-111.933,1485.52,-10.149994,3.5500183,1.9731528,1.1643031,0.0,64.8,4.9,0.30135433492865094,0.09280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0776,0.0,1.7,1.0
1987-01-04,1987,1,4,46.067,-111.933,1485.52,-4.9499817,6.25,1.5088816,0.93144244,0.4,62.2,2.3,0.37486559876235015,0.25279999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128,0.0,0.0,0.0,0.0,1.3000001,0.8
1987-01-05,1987,1,5,46.067,-111.933,1485.52,-7.75,3.5500183,1.3928137,0.81501216,0.0,66.200005,2.7,0.3190558972056273,0.2488,0.2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,1.2,0.7
1987-01-06,1987,1,6,46.067,-111.933,1485.52,-10.25,1.25,0.8124746,0.46572122,0.0,72.4,1.6,0.2618562013752674,0.023700000000000002,0.0,0.0,0.0088,0.0,0.0071,0.0046,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4
1987-01-07,1987,1,7,46.067,-111.933,1485.52,-12.549988,0.05001831,1.160678,0.6985819,0.0,74.700005,2.2,0.21416749903695012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
1987-01-08,1987,1,8,46.067,-111.933,1485.52,-15.25,-1.4499817,1.2767459,0.6985819,0.0,76.6,3.1000001,0.18690770890805447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6
1987-01-09,1987,1,9,46.067,-111.933,1485.52,-16.949982,-1.8500061,1.2767459,0.81501216,0.0,76.3,3.7,0.18690770890805447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7
1987-01-10,1987,1,10,46.067,-111.933,1485.52,-15.850006,-0.4499817,1.3928137,0.81501216,0.0,74.700005,3.4,0.20462733270927902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7
1987-01-11,1987,1,11,46.067,-111.933,1485.52,-10.549988,3.75,1.8570849,1.1643031,0.0,75.4,3.2,0.253682435321097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0
1987-01-12,1987,1,12,46.067,-111.933,1485.52,-9.25,4.75,2.0892205,1.2807333,0.0,76.1,4.0,0.2986307819291082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000001,1.1
1987-01-13,1987,1,13,46.067,-111.933,1485.52,-8.649994,3.25,2.321356,1.3971637,0.5,34.4,5.6,0.30407785351738165,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2
1987-01-14,1987,1,14,46.067,-111.933,1485.52,-11.949982,-0.4499817,1.8570849,1.1643031,0.7,66.1,5.1,0.2128046723136661,0.8439000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173,0.0,0.0,0.02,0.0,0.0066,0.0,0.0,1.6,1.0
1987-01-15,1987,1,15,46.067,-111.933,1485.52,-18.649994,-6.049988,1.160678,0.6985819,0.0,83.1,3.5,0.12282113996427499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
1987-01-16,1987,1,16,46.067,-111.933,1485.52,-20.84999,-6.350006,1.0446103,0.6985819,0.0,73.700005,3.3,0.11872926592538373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90000004,0.6
1987-01-17,1987,1,17,46.067,-111.933,1485.52,-16.25,-2.149994,1.5088816,0.93144244,0.0,61.8,5.0,0.1978124226125704,0.39239999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258,0.0,0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,0.8
1987-01-18,1987,1,18,46.067,-111.933,1485.52,-11.75,1.6499939,1.9731528,1.1643031,0.0,62.0,5.5,0.26049395366565176,0.3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0
1987-01-19,1987,1,19,46.067,-111.933,1485.52,-11.850006,-1.8500061,1.6249492,1.0478728,0.0,53.100002,4.9,0.2155303092119298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.90000004
1987-01-20,1987,1,20,46.067,-111.933,1485.52,-15.75,-1.4499817,1.7410171,1.0478728,0.0,56.0,5.7000003,0.1950863395378551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.90000004
1987-01-21,1987,1,21,46.067,-111.933,1485.52,-13.449982,0.25,1.6249492,0.93144244,0.0,87.200005,4.0,0.22370685449231842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8
1987-01-22,1987,1,22,46.067,-111.933,1485.52,-14.25,1.0500183,1.3928137,0.93144244,0.0,83.700005,3.2,0.2414206697901161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8
1987-01-23,1987,1,23,46.067,-111.933,1485.52,-10.949982,3.0500183,1.3928137,0.93144244,0.0,77.200005,2.7,0.29182159430206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8
1987-01-24,1987,1,24,46.067,-111.933,1485.52,-8.549988,5.850006,1.8570849,1.1643031,0.0,79.200005,3.2,0.3544506441109954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0
1987-01-25,1987,1,25,46.067,-111.933,1485.52,-6.9499817,6.149994,1.9731528,1.2807333,0.0,80.0,2.9,0.3367546667127857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1
1987-01-26,1987,1,26,46.067,-111.933,1485.52,-4.9499817,4.850006,1.6249492,1.0478728,0.0,31.6,2.9,0.3884734832317519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.90000004
1987-01-27,1987,1,27,46.067,-111.933,1485.52,-6.049988,8.649994,2.437424,1.513594,0.0,92.3,3.3,0.3789481438114115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1000001,1.3000001
